

[T:201359]$050403020155,260330080019365,113.93384,22.52489,-0.06726,-0.18225,0.97998,0.17188,-0.03125,-0.14063,0,0,0,0.354,0.248,1.331*

[T:201868]$050403020155,260330080019465,113.93384,22.52489,-0.06812,-0.18250,0.97937,-0.21875,0.10938,-0.01563,0,0,0,0.354,0.248,1.331*

[T:202377]$050403020155,260330080019565,113.93384,22.52489,-0.06763,-0.18250,0.97974,-0.31250,-0.04688,-0.20313,0,0,0,0.354,0.248,1.331*

[T:202886]$050403020155,260330080019665,113.93384,22.52489,-0.06787,-0.18237,0.97961,-0.21875,0.01563,0.23438,0,0,0,0.354,0.248,1.331*

[T:203394]$050403020155,260330080019765,113.93384,22.52489,-0.06726,-0.18298,0.97986,0.18750,-0.17188,0.09375,0,0,0,0.358,0.245,1.331*

[T:203903]$050403020155,260330080020865,113.93384,22.52489,-0.06799,-0.18347,0.97949,0.06250,0.07813,0.34375,0,0,0,0.358,0.248,1.334*

[T:204412]$050403020155,260330080020965,113.93384,22.52489,-0.06836,-0.18262,0.97839,0.28125,-0.15625,-0.07813,0,0,0,0.354,0.248,1.331*

[T:204920]$050403020155,260330080020065,113.93384,22.52489,-0.06787,-0.18274,0.97839,0.03125,-0.06250,-0.04688,0,0,0,0.358,0.248,1.334*

[T:205428]$050403020155,260330080020165,113.93384,22.52489,-0.06689,-0.18262,0.97925,-0.06250,-0.07813,0.07813,0,0,0,0.358,0.248,1.334*

[T:205937]$050403020155,260330080020265,113.93384,22.52489,-0.06689,-0.18237,0.97791,-0.10938,-0.04688,-0.18750,0,0,0,0.354,0.248,1.331*

[T:206446]$050403020155,260330080020365,113.93384,22.52489,-0.06775,-0.18372,0.97986,-0.07813,0.04688,0.03125,0,0,0,0.358,0.245,1.331*

[T:206955]$050403020155,260330080020465,113.93384,22.52489,-0.06775,-0.18250,0.97778,0.12500,-0.01563,-0.06250,0,0,0,0.358,0.248,1.331*

[T:207463]$050403020155,260330080020565,113.93384,22.52489,-0.06677,-0.18262,0.97852,0.31250,-0.04688,0.18750,0,0,0,0.354,0.245,1.331*

[T:207972]$050403020155,260330080020665,113.93384,22.52489,-0.06799,-0.18237,0.97778,0.10938,-0.12500,0.01563,0,0,0,0.354,0.245,1.331*

[T:208481]$050403020155,260330080020765,113.93384,22.52489,-0.06897,-0.18201,0.98059,-0.14063,0.09375,0.04688,0,0,0,0.354,0.245,1.331*

[T:208990]$050403020155,260330080021865,113.93384,22.52489,-0.06702,-0.18237,0.98010,-0.12500,0.01563,-0.10938,0,0,0,0.354,0.245,1.331*

[T:209499]$050403020155,260330080021965,113.93384,22.52489,-0.06763,-0.18237,0.97974,0.01563,0.04688,0.04688,0,0,0,0.354,0.248,1.331*

[T:210008]$050403020155,260330080021065,113.93384,22.52489,-0.06726,-0.18201,0.98010,-0.03125,-0.01563,-0.03125,0,0,0,0.354,0.245,1.328*

[T:210517]$050403020155,260330080021165,113.93384,22.52489,-0.06641,-0.18176,0.97998,0.26563,-0.03125,-0.14063,0,0,0,0.354,0.248,1.331*

